index,url,rest_price_idr,review,lat,long,is_chain,rating,new_code_res_type,rank_res_type,new_code_fac,rank_fac,encode,geohash,d_1000_airport,d_1000_atm,d_1000_bank,d_1000_cafe,d_1000_convenience_store,d_1000_gas_station,d_1000_hospital,d_1000_lodging,d_1000_meal_takeaway,d_1000_mosque,d_1000_park,d_1000_restaurant,d_1000_school,d_1000_store,d_1000_supermarket,d_1000_train_station,en_1000,n_compt_1000
2586,https://www.zomato.com/jakarta/putu-made-pantai-indah-kapuk/info,300000.0,121.0,-6.110337,106.740122,0,4.1,0,110,0,55,00000000100000000000000000000000000000000000000000000000000000000000000000000000000000,qqgvhz,0.0,56.0,71.0,50.0,6.0,6.0,4.0,13.0,0.0,8.0,8.0,95.0,41.0,78.0,6.0,0.0,2.125741062291076,0.0
2587,https://www.zomato.com/jakarta/ho-ciak-pantai-indah-kapuk/info,150000.0,20.0,-6.123892,106.740429,0,3.4,0,108,4,0,00000000000000000000000000000000000000000000000000100000000000000000000000000000000000,qqgvhv,0.0,14.0,14.0,95.0,12.0,3.0,6.0,10.0,2.0,24.0,2.0,12.0,57.0,86.0,22.0,0.0,2.0844407213396767,0.0
2588,https://www.zomato.com/jakarta/soto-mie-bogor-bang-asan-pantai-indah-kapuk/info,60000.0,14.0,-6.103364,106.741344,0,3.5,0,146,0,33,00000000000000000000000000000000000010000000000000000000000000000000010000000000000000,qqgvkb,0.0,16.0,26.0,47.0,2.0,0.0,0.0,9.0,0.0,0.0,1.0,67.0,18.0,74.0,2.0,0.0,1.809495683984502,0.06956521739130435
2589,https://www.zomato.com/jakarta/dapur-cokelat-pantai-indah-kapuk/info,120000.0,25.0,-6.1161614907,106.7606631294,1,3.9,0,14,0,50,00000100000000000000001000000000000000000000000000000000000000000000000000000000000000,qqgvjq,0.0,12.0,19.0,11.0,0.0,4.0,8.0,6.0,0.0,1.0,3.0,12.0,16.0,5.0,2.0,0.0,2.2518778790409106,0.0
2591,https://www.zomato.com/jakarta/ming-fa-pantai-indah-kapuk/info,120000.0,55.0,-6.10292,106.741395,0,3.5,0,45,0,59,00000000000000000000000000000000000000000000000000000000000000000001000000000000000000,qqgvkb,0.0,16.0,26.0,32.0,2.0,0.0,0.0,5.0,0.0,0.0,1.0,55.0,16.0,70.0,2.0,0.0,1.8029685426245354,0.020833333333333332
2592,https://www.zomato.com/jakarta/rumah-makan-yense-muara-karang/info,80000.0,110.0,-6.115309,106.779236,0,4.2,0,17,0,9,00000010000000000001000000000000000000000000000000000000000000000000000000000000000000,qqgvjy,0.0,23.0,49.0,54.0,9.0,0.0,6.0,18.0,7.0,5.0,5.0,22.0,45.0,49.0,8.0,0.0,2.246695165109794,0.30434782608695654
2593,https://www.zomato.com/jakarta/vote-bar-resto-pantai-indah-kapuk/info,280000.0,70.0,-6.1235201989,106.7417448387,0,3.4,0,19,0,736,00010000000000000000000000000000000000000000000000000000000000000000000000000000000010,qqgvhv,0.0,12.0,14.0,93.0,12.0,3.0,6.0,6.0,2.0,20.0,2.0,8.0,51.0,78.0,16.0,0.0,2.0409840650095203,0.16666666666666666
2594,https://www.zomato.com/jakarta/long-shan-guo-pantai-indah-kapuk/info,300000.0,43.0,-6.1116746758,106.7381188273,0,3.6,2,2,0,626,00000000000000000001000000000000000000000000000000000000000000000000000000000000000000,qqgvhz,0.0,36.0,53.0,40.0,3.0,6.0,4.0,9.0,0.0,8.0,4.0,56.0,27.0,60.0,4.0,0.0,2.142547217775556,0.22535211267605634
2596,https://www.zomato.com/jakarta/bakmie-keriting-siantar-19-muara-karang/info,100000.0,95.0,-6.116008,106.779576,0,3.9,0,240,0,37,00000010000000000001000000000000000000000000000000100000000000000000000000000000000000,qqgvjy,0.0,26.0,50.0,56.0,5.0,0.0,6.0,18.0,1.0,3.0,5.0,23.0,46.0,50.0,8.0,0.0,2.163868929379489,0.2875
2597,https://www.zomato.com/jakarta/bakmi-aloi-pantai-indah-kapuk/info,100000.0,161.0,-6.110353,106.741047,0,4.1,0,325,1,2,00000010000000000000000000000000000000000000000000000000000100000000000000000000000000,qqgvhz,0.0,56.0,76.0,52.0,6.0,6.0,4.0,13.0,0.0,8.0,9.0,95.0,41.0,79.0,6.0,0.0,2.12558488992832,0.05434782608695652
2598,https://www.zomato.com/jakarta/seven-kingdoms-pluit/info,250000.0,16.0,-6.112491,106.787406,0,3.7,2,2,0,1452,00000000000000000001000000000000000000000000000000000000000000000000000000000000000000,qqgvnp,0.0,45.0,62.0,54.0,10.0,12.0,5.0,18.0,2.0,2.0,3.0,63.0,38.0,100.0,12.0,0.0,2.1784863411627806,0.16778523489932887
2599,https://www.zomato.com/jakarta/kwetiau-goreng-cie-mei-muara-karang/info,90000.0,75.0,-6.116582,106.77962,0,3.7,0,17,1,2,00000010000000000001000000000000000000000000000000000000000000000000000000000000000000,qqgvjy,0.0,29.0,52.0,53.0,5.0,0.0,5.0,18.0,1.0,2.0,5.0,25.0,47.0,51.0,8.0,0.0,2.153343649970391,0.27380952380952384
2600,https://www.zomato.com/jakarta/korbeq-restaurant-by-stevan-meat-shop-pantai-indah-kapuk/info,200000.0,320.0,-6.11209,106.742271,0,3.6,0,131,0,158,00000000000000000000000000000000100000000001000000000000000000000000000000000000000000,qqgvhz,0.0,56.0,77.0,51.0,6.0,6.0,4.0,11.0,0.0,4.0,7.0,85.0,45.0,75.0,6.0,0.0,2.1065510278439668,0.011111111111111112
2601,https://www.zomato.com/jakarta/qin-ma-hotpot-restaurant-pantai-indah-kapuk/info,200000.0,6.0,-6.1125032189,106.74281857,0,3.5,2,2,0,431,00000000000000000001000000000000000000000000000000000000000000000000000000000000000000,qqgvhz,0.0,54.0,75.0,45.0,5.0,6.0,4.0,11.0,0.0,4.0,5.0,51.0,45.0,48.0,4.0,0.0,2.1297961650416215,0.27848101265822783
2602,https://www.zomato.com/jakarta/sahara-pantai-indah-kapuk/info,220000.0,74.0,-6.110433,106.74022,0,3.7,0,610,0,162,00100000000000000000000000000000000010000000000000000000000000000000000000000000000010,qqgvhz,0.0,56.0,75.0,50.0,6.0,6.0,4.0,13.0,0.0,8.0,8.0,95.0,41.0,78.0,6.0,0.0,2.1228688273766183,0.25555555555555554
2603,https://www.zomato.com/jakarta/bakmi-khek-muara-karang/info,80000.0,128.0,-6.116854,106.780246,0,4.1,0,17,0,9,00000010000000000001000000000000000000000000000000000000000000000000000000000000000000,qqgvjy,0.0,35.0,70.0,51.0,4.0,1.0,4.0,19.0,0.0,1.0,5.0,28.0,47.0,55.0,9.0,0.0,2.1125506037474158,0.26
2604,https://www.zomato.com/jakarta/union-pantai-indah-kapuk/info,400000.0,587.0,-6.109591,106.739994,1,4.4,0,215,0,543,01000000000000000000001000000000000001000000000000000000000000000000000000000000000000,qqgvhz,0.0,50.0,63.0,49.0,3.0,6.0,4.0,13.0,0.0,8.0,9.0,93.0,38.0,76.0,6.0,0.0,2.1208627326352913,0.0
2605,https://www.zomato.com/jakarta/warung-rawit-pantai-indah-kapuk/info,160000.0,150.0,-6.1122554069,106.7429739609,0,4.0,0,499,0,17,00000000000000000000000000000000000010010100000000000000000000000000000000000000000000,qqgvhz,0.0,54.0,75.0,49.0,6.0,6.0,4.0,11.0,0.0,4.0,5.0,65.0,46.0,58.0,6.0,0.0,2.1315989427738744,0.23529411764705882
2606,https://www.zomato.com/jakarta/heycha-pantai-indah-kapuk/info,70000.0,131.0,-6.1089667003,106.7399682105,0,3.2,0,11,2,1,00000000000000101000000000000000000000000000000000000000000000000000000000000000000000,qqgvhz,0.0,46.0,59.0,49.0,3.0,6.0,4.0,11.0,0.0,8.0,9.0,93.0,37.0,76.0,6.0,0.0,2.1149743967431505,0.10588235294117647
2607,https://www.zomato.com/jakarta/bhumi-coffee-muara-karang/info,100000.0,68.0,-6.121924,106.776853,0,4.0,0,40,0,99,00000000000000100000100000000000000000000000000000000000000000000000000000000000100000,qqgvjv,0.0,47.0,84.0,34.0,17.0,7.0,3.0,11.0,5.0,8.0,0.0,41.0,26.0,54.0,11.0,0.0,2.2087192553101436,0.14432989690721648
2609,https://www.zomato.com/jakarta/anomali-coffee-pantai-indah-kapuk/info,200000.0,65.0,-6.1086946685,106.7403410375,1,3.7,0,65,0,11,00000000000000000000100000000000000010000000000000000000000000000000000000000000000010,qqgvhz,0.0,48.0,61.0,49.0,3.0,6.0,4.0,13.0,0.0,8.0,9.0,93.0,38.0,76.0,6.0,0.0,2.121825073443978,0.4069767441860465
2610,https://www.zomato.com/jakarta/brew-bowls-pantai-indah-kapuk/info,180000.0,15.0,-6.094622,106.74303,0,3.6,0,816,0,629,00010000000000000000100000000000010000000000000000000000000000000000000000000000000000,qqgvkf,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,3.0,0.0,0.0,1.4241299173467734,0.125
2612,https://www.zomato.com/jakarta/kei-japanese-cheese-toast-pantai-indah-kapuk/info,60000.0,35.0,-6.109377,106.740181,0,2.8,0,9,4,0,00000000000000000000001000000000000000000000000000000000000000000000000000000000000000,qqgvhz,0.0,50.0,66.0,49.0,3.0,6.0,4.0,13.0,0.0,8.0,9.0,93.0,40.0,76.0,6.0,0.0,2.1203337727582667,0.04597701149425287
2613,https://www.zomato.com/jakarta/jodo-kitchen-pantai-indah-kapuk/info,160000.0,25.0,-6.123853,106.741981,0,3.4,4,0,0,144,00000000000000000000000000000000000010000000000000000000000000000000000000000000000000,qqgvhv,0.0,12.0,14.0,93.0,12.0,3.0,6.0,6.0,2.0,20.0,2.0,8.0,53.0,80.0,16.0,0.0,2.035877437428485,0.14285714285714285
2614,https://www.zomato.com/jakarta/fire-pot-pantai-indah-kapuk/info,200000.0,242.0,-6.109336,106.740433,0,4.2,2,2,0,1385,00000000000000000001000000000000000000000000000000000000000000000000000000000000000000,qqgvhz,0.0,56.0,69.0,50.0,6.0,6.0,4.0,13.0,0.0,8.0,9.0,95.0,41.0,78.0,6.0,0.0,2.131167358994347,0.26436781609195403
2615,https://www.zomato.com/jakarta/beatrice-quarters-1-pantai-indah-kapuk/info,300000.0,146.0,-6.1089960371,106.7399712279,0,4.1,0,372,0,57,00000000000000000000001000000000000001100000000000000000000000000000000000000000000000,qqgvhz,0.0,46.0,59.0,49.0,3.0,6.0,4.0,11.0,0.0,8.0,9.0,93.0,37.0,76.0,6.0,0.0,2.1149743967431505,0.011764705882352941
2616,https://www.zomato.com/jakarta/dirtymilk-pantai-indah-kapuk/info,70000.0,217.0,-6.123523,106.741412,1,4.1,0,132,0,22,00000000000000001000000000000000000000000000000000000000000000000000000000000000000000,qqgvhv,0.0,12.0,14.0,93.0,12.0,3.0,6.0,6.0,2.0,20.0,2.0,8.0,53.0,80.0,16.0,0.0,2.035877437428485,0.0
2617,https://www.zomato.com/jakarta/kinkitsuya-pantai-indah-kapuk/info,150000.0,16.0,-6.110123834,106.7411259189,0,3.7,0,501,0,219,00000000000000000010000000000000000000100000000000000000000000000000000000000000000000,qqgvhz,0.0,56.0,76.0,52.0,6.0,6.0,4.0,13.0,0.0,8.0,9.0,95.0,42.0,79.0,6.0,0.0,2.1261630338343096,0.05434782608695652
2618,https://www.zomato.com/jakarta/abura-soba-yamatoten-pantai-indah-kapuk/info,200000.0,743.0,-6.109858,106.740957,1,4.4,2,1,0,3,00000000000000000000000000000000000000100000000000000000000000000000000000000000000000,qqgvhz,0.0,56.0,76.0,51.0,6.0,6.0,4.0,13.0,0.0,8.0,9.0,95.0,42.0,78.0,6.0,0.0,2.126905369362898,0.01098901098901099
2619,https://www.zomato.com/jakarta/sop-konro-karebosi-pantai-indah-kapuk/info,100000.0,8.0,-6.0940430862,106.7427637428,1,3.3,0,88,0,14,00000000000000000000000000000000000000000000001000000000000000000000000000000000000000,qqgvkf,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,3.0,0.0,0.0,1.4241299173467734,0.0
2620,https://www.zomato.com/jakarta/the-golf-view-restaurant-at-pik-pantai-indah-kapuk/info,200000.0,60.0,-6.113464,106.74461,0,3.8,0,16,0,856,00000000000000000000000000000000000010000000000000000000000000000000000000000000000010,qqgvjp,0.0,30.0,35.0,66.0,2.0,6.0,4.0,8.0,0.0,2.0,1.0,72.0,24.0,75.0,3.0,0.0,1.9820536395731714,0.15
2621,https://www.zomato.com/jakarta/sentosa-seafood-muara-karang/info,300000.0,174.0,-6.115852,106.777623,0,4.0,0,20,0,62,00000000000000000000000000000000000000000000000000000000000000000010000000000000000000,qqgvjy,0.0,24.0,50.0,64.0,9.0,2.0,7.0,15.0,7.0,6.0,5.0,22.0,44.0,46.0,9.0,0.0,2.2647486849837724,0.04838709677419355
2623,https://www.zomato.com/jakarta/bengawan-solo-coffee-pantai-indah-kapuk/info,90000.0,11.0,-6.1062877147,106.7409053072,1,3.5,0,139,0,25,00000000000000100000100000000000000010000000000000000000000000000000000000000000100000,qqgvkb,0.0,38.0,63.0,89.0,4.0,0.0,0.0,11.0,0.0,2.0,1.0,95.0,30.0,96.0,3.0,0.0,1.882846403189379,0.13855421686746988
2624,https://www.zomato.com/jakarta/ayam-baraya-pantai-indah-kapuk/info,100000.0,120.0,-6.12355,106.74151,0,4.0,4,0,0,4,00000000000000000000000000000000000010000000000000000000000000000000000000000000000000,qqgvhv,0.0,12.0,14.0,93.0,12.0,3.0,6.0,6.0,2.0,20.0,2.0,8.0,53.0,80.0,16.0,0.0,2.035877437428485,0.16666666666666666
2625,https://www.zomato.com/bebektepisawah-bw/info,300000.0,254.0,-6.10799892,106.7801849172,1,4.2,0,184,0,61,00000000100000000000000000000000000010000000000000000000000000000010000000000000000000,qqgvmb,0.0,15.0,22.0,39.0,8.0,3.0,7.0,9.0,7.0,7.0,3.0,32.0,26.0,29.0,9.0,0.0,2.373382154328189,0.23529411764705882
2626,https://www.zomato.com/jakarta/bara-pantai-indah-kapuk/info,370000.0,169.0,-6.1090670453,106.7402203381,0,4.0,0,142,0,1234,00000000000000000000000000000000100000000000000000000000000000000000000000000000000000,qqgvhz,0.0,50.0,63.0,49.0,3.0,6.0,4.0,13.0,0.0,8.0,9.0,93.0,38.0,76.0,6.0,0.0,2.1208627326352913,0.0
2627,https://www.zomato.com/jakarta/kata-kopi-pantai-indah-kapuk/info,80000.0,11.0,-6.112404,106.74406,1,3.6,1,3,0,365,00000000000000100000100000000000000000000000000000000000000000000000000000000000000000,qqgvjp,0.0,34.0,51.0,75.0,2.0,6.0,4.0,8.0,0.0,2.0,3.0,77.0,32.0,89.0,5.0,0.0,2.0018737451817787,0.1411042944785276
2628,https://www.zomato.com/jakarta/marugame-udon-pluit/info,120000.0,189.0,-6.1078208989,106.7796726152,1,4.1,2,1,0,6,00000000000000000000000000000000000000100000000000000000000000000000000000000000000000,qqgvmb,0.0,15.0,22.0,46.0,8.0,3.0,7.0,9.0,7.0,9.0,3.0,32.0,26.0,29.0,10.0,0.0,2.3627798194011085,0.08823529411764706
2629,https://www.zomato.com/jakarta/bebek-kaleyo-pantai-indah-kapuk/info,120000.0,90.0,-6.104903878,106.7411601171,1,4.0,1,5,0,21,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,qqgvkb,0.0,23.0,52.0,75.0,4.0,0.0,0.0,9.0,0.0,2.0,1.0,89.0,24.0,88.0,3.0,0.0,1.8563069320597538,0.03205128205128205
2630,https://www.zomato.com/jakarta/petals-cream-pluit/info,70000.0,29.0,-6.112213,106.779282,0,3.8,0,129,0,1558,00000000000000000000101000000000001000000000000000000000000000000000000000000000000000,qqgvjz,0.0,47.0,85.0,58.0,15.0,7.0,9.0,15.0,13.0,8.0,0.0,63.0,38.0,101.0,12.0,0.0,2.2187698248500642,0.1357142857142857
2631,https://www.zomato.com/jakarta/80-proof-pantai-indah-kapuk/info,200000.0,37.0,-6.112149,106.744797,0,3.8,0,19,0,1057,00010000000000000000000000000000000000000000000000000000000000000000000000000000000010,qqgvjp,0.0,34.0,51.0,75.0,2.0,6.0,4.0,8.0,0.0,2.0,3.0,77.0,32.0,89.0,5.0,0.0,2.0018737451817787,0.1411042944785276
2632,https://www.zomato.com/jakarta/kwetiau-88-bagan-pantai-indah-kapuk/info,150000.0,13.0,-6.1041657858,106.7415601015,0,2.8,2,2,4,0,00000000000000000001000000000000000000000000000000000000000000000000000000000000000000,qqgvkb,0.0,20.0,45.0,67.0,4.0,0.0,0.0,9.0,0.0,0.0,1.0,89.0,22.0,83.0,3.0,0.0,1.826651030712267,0.15894039735099338
2633,https://www.zomato.com/jakarta/akatama-pantai-indah-kapuk/info,250000.0,255.0,-6.1092367317,106.7401844636,0,4.1,0,8,0,599,00000000000000000000000000000000000000100000000000000000000000000000000000000010000000,qqgvhz,0.0,50.0,66.0,49.0,3.0,6.0,4.0,13.0,0.0,8.0,9.0,93.0,38.0,76.0,6.0,0.0,2.119092829490282,0.011627906976744186
2634,https://www.zomato.com/jakarta/hello-cafe-boardgame-pantai-indah-kapuk/info,120000.0,97.0,-6.1120913888,106.747064665,0,4.3,0,148,0,3,00010000000000000000100000000000000001000000000000000000000000000000000000000000000000,qqgvjp,0.0,24.0,33.0,48.0,2.0,6.0,2.0,7.0,0.0,0.0,3.0,64.0,17.0,77.0,4.0,0.0,1.9582021372282246,0.12173913043478261
2635,https://www.zomato.com/jakarta/seo-seo-galbi-pantai-indah-kapuk/info,300000.0,397.0,-6.112557,106.742944,0,4.5,0,59,0,171,00000000000100000000000000000000100000000001000000000000000000000000000000000000000000,qqgvhz,0.0,54.0,75.0,45.0,5.0,6.0,4.0,11.0,0.0,4.0,5.0,44.0,45.0,47.0,4.0,0.0,2.1326221555671,0.01282051282051282
2636,https://www.zomato.com/jakarta/kungfu-wok-pantai-indah-kapuk/info,220000.0,4.0,-6.111415,106.741454,0,3.6,2,2,0,23,00000000000000000001000000000000000000000000000000000000000000000000000000000000000000,qqgvhz,0.0,56.0,76.0,52.0,6.0,6.0,4.0,11.0,0.0,8.0,9.0,95.0,41.0,79.0,6.0,0.0,2.118903753862927,0.2826086956521739
2637,https://www.zomato.com/jakarta/master-nasi-pedas-bali-pantai-indah-kapuk/info,90000.0,6.0,-6.0933326498,106.7431677503,0,3.8,0,155,0,14,00000000100000000000000000000000000010000000000000000000000000000000000000000000000000,qqgvm4,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,2.0,7.0,0.0,0.0,1.5183498837965295,0.1111111111111111
2638,https://www.zomato.com/jakarta/sate-taichan-tikungan-pantai-indah-kapuk/info,80000.0,7.0,-6.0940457532,106.7430001125,0,3.0,0,38,0,14,00000000000000000000000000000000000010000000000000000000000000000100000000000000000000,qqgvkf,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,3.0,0.0,0.0,1.4241299173467734,0.125
2639,https://www.zomato.com/jakarta/north-bunker-1-pantai-indah-kapuk/info,200000.0,41.0,-6.111851,106.736961,0,3.5,0,16,0,749,00000000000000000000000000000000000010000000000000000000000000000000000000000000000010,qqgvhz,0.0,16.0,27.0,28.0,2.0,6.0,4.0,9.0,0.0,8.0,4.0,25.0,18.0,24.0,2.0,0.0,2.283657638595596,0.35185185185185186
2640,https://www.zomato.com/jakarta/hello-darling-pantai-indah-kapuk/info,550000.0,53.0,-6.1105225461,106.7376846448,0,3.8,0,613,0,1228,00010000000000100001001000000000000000000000000000000000000000000010000000000000000000,qqgvhz,0.0,30.0,46.0,35.0,3.0,6.0,4.0,9.0,0.0,8.0,6.0,79.0,27.0,63.0,4.0,0.0,2.111821213777099,0.18309859154929578
2641,https://www.zomato.com/jakarta/canteen-masakan-nyonya-pantai-indah-kapuk/info,120000.0,11.0,-6.123443192,106.7409351468,0,2.7,4,0,0,6,00000000000000000000000000000000000010000000000000000000000000000000000000000000000000,qqgvhv,0.0,12.0,14.0,95.0,12.0,3.0,6.0,8.0,2.0,22.0,2.0,8.0,57.0,84.0,16.0,0.0,2.036281888189106,0.16666666666666666
2642,https://www.zomato.com/jakarta/saladstop-pantai-indah-kapuk/info,250000.0,15.0,-6.109373,106.740182,1,3.6,0,30,0,187,00000000000000000000000000000000010000000000000000000000000000000000000000000000000000,qqgvhz,0.0,50.0,66.0,49.0,3.0,6.0,4.0,13.0,0.0,8.0,9.0,93.0,40.0,76.0,6.0,0.0,2.1203337727582667,0.023255813953488372
2643,https://www.zomato.com/jakarta/onezo-pantai-indah-kapuk/info,60000.0,12.0,-6.1086903347,106.7403963581,0,3.3,0,11,2,1,00000000000000101000000000000000000000000000000000000000000000000000000000000000000000,qqgvhz,0.0,50.0,61.0,49.0,3.0,6.0,4.0,13.0,0.0,8.0,9.0,93.0,39.0,76.0,6.0,0.0,2.1225177214746878,0.10465116279069768
2644,https://www.zomato.com/jakarta/kabuto-sushi-dan-soba-pantai-indah-kapuk/info,150000.0,392.0,-6.1115196585,106.7417894304,0,4.2,0,8,0,54,00000000000000000000000000000000000000100000000000000000000000000000000000000010000000,qqgvhz,0.0,58.0,76.0,52.0,6.0,6.0,4.0,11.0,0.0,8.0,9.0,95.0,41.0,79.0,6.0,0.0,2.118670241847819,0.010869565217391304
2645,https://www.zomato.com/jakarta/sanur-mangga-dua-pantai-indah-kapuk/info,300000.0,77.0,-6.112113,106.737537,0,3.7,0,17,0,3,00000010000000000001000000000000000000000000000000000000000000000000000000000000000000,qqgvhz,0.0,24.0,36.0,32.0,2.0,6.0,4.0,9.0,0.0,8.0,4.0,27.0,21.0,29.0,2.0,0.0,2.240758610499558,0.18181818181818182
2646,https://www.zomato.com/jakarta/sate-babi-bawah-pohon-muara-karang/info,80000.0,82.0,-6.1162061619,106.7774695156,0,3.7,0,33,0,70,00000000000000000000000000000000000010000000000000000000000000000000000000100000000000,qqgvjy,0.0,24.0,50.0,62.0,9.0,2.0,6.0,14.0,7.0,6.0,5.0,24.0,44.0,47.0,8.0,0.0,2.258006692339895,0.30158730158730157
2647,https://www.zomato.com/jakarta/the-replay-pantai-indah-kapuk/info,150000.0,55.0,-6.111204,106.741206,0,3.8,0,19,0,1045,00010000000000000000000000000000000000000000000000000000000000000000000000000000000010,qqgvhz,0.0,56.0,76.0,52.0,6.0,6.0,4.0,13.0,0.0,8.0,9.0,95.0,41.0,79.0,6.0,0.0,2.12558488992832,0.16304347826086957
2648,https://www.zomato.com/jakarta/frill-pantai-indah-kapuk/info,100000.0,24.0,-6.1042544636,106.7414799705,0,2.9,4,0,0,21,00000000000000000000000000000000000010000000000000000000000000000000000000000000000000,qqgvkb,0.0,20.0,45.0,71.0,4.0,0.0,0.0,9.0,0.0,0.0,1.0,89.0,22.0,83.0,3.0,0.0,1.824148683075538,0.09868421052631579
2650,https://www.zomato.com/jakarta/bakmi-akhiong-cengkareng/info,80000.0,20.0,-6.142097,106.735438,0,3.6,0,17,0,9,00000010000000000001000000000000000000000000000000000000000000000000000000000000000000,qqgvhc,0.0,56.0,48.0,61.0,83.0,10.0,6.0,23.0,2.0,27.0,15.0,36.0,30.0,63.0,24.0,0.0,2.3928592460488884,0.25
2651,https://www.zomato.com/jakarta/kaca-mata-pantai-indah-kapuk/info,150000.0,102.0,-6.1123524176,106.7443532869,1,3.4,2,2,0,9,00000000000000000001000000000000000000000000000000000000000000000000000000000000000000,qqgvjp,0.0,32.0,45.0,75.0,2.0,6.0,4.0,8.0,0.0,2.0,3.0,77.0,32.0,89.0,5.0,0.0,1.9982579514923644,0.16149068322981366
2652,https://www.zomato.com/jakarta/bakso-aan-pantai-indah-kapuk/info,120000.0,207.0,-6.1242722656,106.7451113462,0,4.2,0,106,0,9,00000011000000000000000000000000000010000000000000000000000000000000000000000000000000,qqgvjj,0.0,12.0,11.0,54.0,6.0,0.0,8.0,6.0,4.0,16.0,0.0,32.0,29.0,88.0,12.0,0.0,2.059190334165682,0.2857142857142857
2653,https://www.zomato.com/jakarta/chatime-pantai-indah-kapuk/info,60000.0,55.0,-6.112596,106.745688,1,3.6,0,11,0,18,00000000000000101000000000000000000000000000000000000000000000000000000000000000000000,qqgvjp,0.0,30.0,39.0,63.0,2.0,6.0,4.0,8.0,0.0,2.0,1.0,72.0,22.0,76.0,3.0,0.0,1.9820665535124418,0.05673758865248227
2654,https://www.zomato.com/jakarta/meaters-steak-ribs-pantai-indah-kapuk/info,200000.0,239.0,-6.123463,106.741375,0,4.1,0,24,0,3,00000000000000000000000000000000000000000000000000000000000000000000000001000000000000,qqgvhv,0.0,12.0,14.0,93.0,12.0,3.0,6.0,6.0,2.0,20.0,2.0,8.0,53.0,80.0,16.0,0.0,2.035877437428485,0.0
2655,https://www.zomato.com/jakarta/jing-si-books-cafe-pantai-indah-kapuk/info,100000.0,11.0,-6.107565,106.738601,0,3.1,0,669,0,11,00000000000000000011000000000000000000000000000000000000000000000000000000000000000000,qqgvkb,0.0,23.0,51.0,77.0,4.0,0.0,0.0,9.0,0.0,2.0,2.0,89.0,22.0,85.0,3.0,0.0,1.862805870865157,0.1592356687898089
2656,https://www.zomato.com/jakarta/xiao-lao-ban-pluit/info,250000.0,169.0,-6.122517,106.786413,0,4.0,0,15,0,157,00010000000000000000000000000000000000000000000000000000000000000000000000000000000000,qqgvjv,0.0,89.0,121.0,73.0,136.0,18.0,13.0,37.0,6.0,8.0,4.0,103.0,48.0,124.0,20.0,0.0,2.267318661224313,0.04741379310344827
2657,https://www.zomato.com/jakarta/mister-donut-pantai-indah-kapuk/info,80000.0,54.0,-6.1092370651,106.7400201783,1,3.6,0,12,0,5,00000100000000000000000000000000000000000000000000000000000000000000000000000000000000,qqgvhz,0.0,48.0,60.0,49.0,3.0,6.0,4.0,13.0,0.0,8.0,9.0,93.0,38.0,76.0,6.0,0.0,2.1223088501604823,0.011627906976744186
2658,https://www.zomato.com/jakarta/pandan-bistro-pluit/info,200000.0,182.0,-6.118016,106.788278,0,4.3,0,66,0,58,00000000000000000000000000000000000010000000000000000000000000000010000000000000000000,qqgvnn,0.0,56.0,82.0,39.0,133.0,2.0,7.0,14.0,1.0,2.0,4.0,48.0,36.0,36.0,8.0,0.0,2.0898817671570398,0.28695652173913044
