index,url,rest_price_idr,review,lat,long,is_chain,rating,new_code_res_type,rank_res_type,new_code_fac,rank_fac,encode,geohash,d_1000_airport,d_1000_atm,d_1000_bank,d_1000_cafe,d_1000_convenience_store,d_1000_gas_station,d_1000_hospital,d_1000_lodging,d_1000_meal_takeaway,d_1000_mosque,d_1000_park,d_1000_restaurant,d_1000_school,d_1000_store,d_1000_supermarket,d_1000_train_station,en_1000,n_compt_1000
5666,https://www.zomato.com/jakarta/soto-betawi-h-husen-manggarai/info,50000.0,302.0,-6.213026,106.84484,0,4.7,0,42,1,2,00000000000001000000000000000000000000000000000000000000000000000000010000000000000000,qqguxk,0.0,63.0,64.0,30.0,78.0,3.0,36.0,21.0,6.0,149.0,21.0,48.0,54.0,75.0,75.0,3.0,2.4033928889296323,0.14285714285714285
5668,https://www.zomato.com/jakarta/natrabu-minang-restaurant-menteng/info,150000.0,68.0,-6.18452,106.825106,0,3.9,0,32,0,9,00000000000000000000000000000000000000000000000000000000010000000000000000000000000000,qqguyf,0.0,113.0,46.0,33.0,35.0,7.0,26.0,45.0,20.0,59.0,12.0,47.0,37.0,45.0,28.0,1.0,2.473777276391907,0.020833333333333332
5670,https://www.zomato.com/jakarta/gindaco-1-karet/info,120000.0,133.0,-6.2244286299,106.8234080449,1,4.2,2,1,4,0,00000000000000000000000000000000000000100000000000000000000000000000000000000000000000,qqguwf,0.0,61.0,29.0,27.0,52.0,22.0,34.0,41.0,74.0,58.0,18.0,15.0,40.0,36.0,28.0,0.0,2.5448081628220103,0.08823529411764706
5671,https://www.zomato.com/jakarta/pizza-e-birra-sports-bar-setiabudi/info,300000.0,389.0,-6.2149478368,106.8301662058,1,4.2,0,47,0,55,00000000000000000000000000000000000001000000000000000000000000100000000000000000000000,qqguwu,0.0,102.0,47.0,45.0,58.0,0.0,37.0,65.0,25.0,85.0,29.0,48.0,46.0,25.0,40.0,0.0,2.4767318867132984,0.032
5673,https://www.zomato.com/jakarta/visi-coffee-kitchen-manggarai/info,100000.0,6.0,-6.214651,106.843986,0,3.3,0,65,0,38,00000000000000000000100000000000000010000000000000000000000000000000000000000000000010,qqguxk,0.0,82.0,76.0,51.0,85.0,3.0,36.0,35.0,15.0,151.0,24.0,77.0,58.0,83.0,81.0,3.0,2.459412763374816,0.2523364485981308
5674,https://www.zomato.com/jakarta/ayam-taliwang-lima-rasa-karet/info,100000.0,57.0,-6.2221921847,106.8215559796,0,2.9,0,266,0,4,00000000000000000000000000000000000000000000010000000000000000000000000000000000000000,qqguwg,0.0,109.0,54.0,90.0,51.0,4.0,44.0,35.0,41.0,67.0,10.0,51.0,32.0,43.0,47.0,0.0,2.4780460366972332,0.0027397260273972603
5676,https://www.zomato.com/jakarta/roastwoods-coffee-setiabudi/info,250000.0,32.0,-6.2150851587,106.8281589076,0,3.1,0,82,0,1296,00000000000000000010000000000000000000000000000000000000000000000000000000000000000010,qqguwu,0.0,138.0,66.0,56.0,61.0,0.0,35.0,64.0,71.0,77.0,23.0,59.0,43.0,51.0,44.0,0.0,2.479345371007664,0.1476510067114094
5677,https://www.zomato.com/jakarta/mucca-steak-setiabudi/info,380000.0,110.0,-6.2150458287,106.8301145732,0,3.9,0,24,0,55,00000000000000000000000000000000000000000000000000000000000000000000000001000000000000,qqguwu,0.0,103.0,48.0,45.0,58.0,0.0,37.0,62.0,25.0,85.0,29.0,48.0,48.0,25.0,40.0,0.0,2.4771395520488206,0.008
5678,https://www.zomato.com/jakarta/rumah-makan-ibu-ida-menteng/info,120000.0,9.0,-6.187145,106.833149,0,3.3,0,96,0,59,00000000000000000000000000000000000010000000000000000000000000000000000000000100000000,qqguz1,0.0,71.0,42.0,27.0,25.0,19.0,44.0,60.0,13.0,40.0,13.0,46.0,47.0,20.0,12.0,0.0,2.5010261240966916,0.34507042253521125
5679,https://www.zomato.com/jakarta/phd-karet/info,150000.0,8.0,-6.2264234243,106.8188425899,1,2.9,0,60,0,4,00000000000000000000000000000000000000000000000000000000000000100000000000000000000000,qqguwd,0.0,93.0,39.0,62.0,37.0,26.0,44.0,40.0,58.0,47.0,14.0,54.0,38.0,73.0,33.0,0.0,2.5556211629796652,0.01
5681,https://www.zomato.com/jakarta/st-ali-setiabudi/info,350000.0,714.0,-6.2164447103,106.8299626932,0,4.0,0,768,0,193,00001000000000000000100000000000000000000000000000000000000000000000000000000000000000,qqguwu,0.0,118.0,49.0,44.0,58.0,0.0,37.0,58.0,74.0,76.0,28.0,53.0,37.0,53.0,45.0,0.0,2.495164163093403,0.19083969465648856
5682,https://www.zomato.com/jakarta/pondok-ayam-goreng-gemes-setiabudi/info,80000.0,18.0,-6.2102308744,106.8279265612,0,3.3,1,5,0,82,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,qqguwv,0.0,109.0,62.0,59.0,55.0,2.0,43.0,53.0,28.0,66.0,29.0,42.0,35.0,30.0,54.0,3.0,2.5201323729121317,0.030612244897959183
5683,https://www.zomato.com/jakarta/sop-buntut-cut-meutia-1-menteng/info,70000.0,27.0,-6.186265,106.83356,0,3.6,0,77,4,0,00000000000001000000000000000000000000000000000000000000000000000000000000000000000000,qqguz1,0.0,65.0,40.0,28.0,24.0,16.0,37.0,50.0,10.0,40.0,14.0,38.0,45.0,15.0,11.0,0.0,2.5001016532870066,0.031007751937984496
5684,https://www.zomato.com/jakarta/abun-takoyaki-manggarai/info,70000.0,34.0,-6.213375,106.85449,0,3.3,0,117,4,0,00000000000000000000000000000000000000100000000000000000000000000000000000100000000000,qqguxs,0.0,51.0,85.0,50.0,37.0,9.0,40.0,64.0,12.0,134.0,9.0,26.0,50.0,87.0,44.0,6.0,2.4476060617218858,0.0
5685,https://www.zomato.com/jakarta/soto-kudus-saraswati-setiabudi/info,60000.0,9.0,-6.2215922425,106.8303318322,0,3.9,0,52,4,0,00000000000000000000000000000000000000010000000000000000000000000000010000000000000000,qqguwg,0.0,138.0,63.0,84.0,44.0,6.0,35.0,44.0,47.0,54.0,20.0,84.0,33.0,41.0,47.0,0.0,2.4736407158172575,0.08808290155440414
5686,https://www.zomato.com/jakarta/kong-djie-coffee-signature-setiabudi/info,100000.0,20.0,-6.221639238,106.8301440775,0,3.5,0,116,4,0,00000000000000000010100000000000000010000000000000000000000000000000000000000000000000,qqguwg,0.0,139.0,64.0,84.0,47.0,6.0,35.0,44.0,47.0,53.0,20.0,84.0,33.0,41.0,48.0,0.0,2.4739982541611703,0.2616580310880829
5687,https://www.zomato.com/jakarta/point-cafe-menteng/info,60000.0,9.0,-6.187019,106.832142,0,3.4,1,3,1,2,00000000000000100000100000000000000000000000000000000000000000000000000000000000000000,qqguz1,0.0,98.0,41.0,46.0,21.0,19.0,43.0,48.0,15.0,40.0,10.0,62.0,42.0,54.0,20.0,0.0,2.4898071491566625,0.17370892018779344
5689,https://www.zomato.com/jakarta/jambo-aye-mie-aceh-setiabudi/info,100000.0,7.0,-6.2138995896,106.8288720399,0,3.3,0,255,4,0,10000010000000000000000000000000000000000000000000000000000000000000000000000000000000,qqguwu,0.0,125.0,62.0,51.0,50.0,0.0,35.0,65.0,25.0,77.0,27.0,52.0,43.0,21.0,35.0,0.0,2.446175746226449,0.041666666666666664
5690,https://www.zomato.com/jakarta/wingstop-setiabudi/info,120000.0,300.0,-6.2163027224,106.8302778527,1,4.1,0,27,0,37,01000000000000000000000000100000000000000000000000000000000000000000000000000000000000,qqguwu,0.0,118.0,49.0,44.0,58.0,0.0,35.0,58.0,74.0,73.0,26.0,53.0,40.0,53.0,43.0,0.0,2.493430221629236,0.08461538461538462
5692,https://www.zomato.com/jakarta/bakso-jempolan-setiabudi/info,100000.0,9.0,-6.2217258964,106.8214476854,0,3.6,0,25,4,0,00000001000000000000000000000000000000000000000000000000000000000000000000000000000000,qqguwg,0.0,113.0,63.0,92.0,68.0,4.0,46.0,38.0,43.0,67.0,10.0,52.0,34.0,43.0,46.0,0.0,2.4781169322819756,0.024930747922437674
5693,https://www.zomato.com/jakarta/pop-chop-chicken-karet/info,75000.0,102.0,-6.22489,106.822978,1,3.7,0,62,4,0,00000000000000000000000000000000000000000000000000000000000000000000000000100001000000,qqguwf,0.0,65.0,31.0,29.0,50.0,24.0,36.0,41.0,74.0,58.0,18.0,17.0,40.0,38.0,29.0,0.0,2.5531713782727463,0.0297029702970297
5694,https://www.zomato.com/jakarta/pisang-goreng-tanduk-mpok-nur-manggarai/info,40000.0,31.0,-6.209196,106.849937,0,3.6,4,0,0,5,00000000000000000000000000000000000010000000000000000000000000000000000000000000000000,qqguxm,0.0,69.0,69.0,58.0,23.0,15.0,75.0,44.0,6.0,144.0,27.0,33.0,39.0,56.0,51.0,0.0,2.4419046271659317,0.25
5695,https://www.zomato.com/jakarta/dunkin-donuts-menteng/info,80000.0,50.0,-6.197869,106.828146,1,3.8,0,23,0,67,00000000000000000000101000000000000000000000000000000000000000000000000000000000100000,qqguwz,0.0,92.0,51.0,110.0,24.0,18.0,41.0,15.0,0.0,25.0,43.0,86.0,26.0,86.0,27.0,3.0,2.3918163629625377,0.16182572614107885
5697,https://www.zomato.com/jakarta/burgushi-karet/info,100000.0,77.0,-6.22424,106.822689,1,3.4,2,1,4,0,00000000000000000000000000000000000000100000000000000000000000000000000000000000000000,qqguwf,0.0,59.0,30.0,31.0,46.0,14.0,44.0,41.0,74.0,57.0,20.0,17.0,42.0,40.0,27.0,0.0,2.547206502439604,0.08333333333333333
5698,https://www.zomato.com/jakarta/dum-dum-thai-drinks-karet/info,55000.0,34.0,-6.225152,106.823343,1,3.3,0,90,4,0,00000000000000100000000000000000000000000000000000000000000000000000000000000000010000,qqguwf,0.0,68.0,34.0,29.0,49.0,24.0,36.0,39.0,74.0,56.0,18.0,17.0,41.0,38.0,27.0,0.0,2.5518881188924443,0.0673076923076923
5699,https://www.zomato.com/jakarta/soto-betawi-h-mamat-karet/info,70000.0,17.0,-6.225188,106.823694,0,3.3,0,42,0,29,00000000000001000000000000000000000000000000000000000000000000000000010000000000000000,qqguwf,0.0,70.0,33.0,27.0,49.0,24.0,34.0,35.0,74.0,54.0,18.0,15.0,39.0,37.0,25.0,0.0,2.5414799194140203,0.038834951456310676
5700,https://www.zomato.com/jakarta/cikang-menteng/info,200000.0,92.0,-6.194899,106.83677,0,3.3,4,0,0,328,00000000000000000000000000000000000010000000000000000000000000000000000000000000000000,qqguz0,0.0,71.0,44.0,65.0,37.0,15.0,34.0,41.0,15.0,49.0,43.0,51.0,44.0,51.0,21.0,3.0,2.5776062308607495,0.35714285714285715
5701,https://www.zomato.com/jakarta/on-eleven-ascott-kuningan-jakarta-karet/info,400000.0,18.0,-6.2251215593,106.8240682036,0,3.6,0,16,0,1054,00000000000000000000000000000000000010000000000000000000000000000000000000000000000010,qqguwf,0.0,69.0,33.0,27.0,51.0,24.0,22.0,35.0,74.0,56.0,17.0,15.0,39.0,36.0,25.0,0.0,2.5295134294569452,0.33663366336633666
5702,https://www.zomato.com/jakarta/sop-ikan-batam-setiabudi/info,120000.0,43.0,-6.2159267545,106.8301457539,1,3.3,0,194,4,0,00000000000000000000000000000000000000000000000000000000000000000010000000001000000000,qqguwu,0.0,118.0,49.0,44.0,60.0,0.0,37.0,60.0,74.0,77.0,26.0,53.0,49.0,53.0,45.0,0.0,2.49847961667047,0.007751937984496124
5703,https://www.zomato.com/jakarta/simpang-raya-1-manggarai/info,120000.0,7.0,-6.211622,106.844038,1,2.9,0,32,4,0,00000000000000000000000000000000000000000000000000000000010000000000000000000000000000,qqguxm,0.0,60.0,38.0,31.0,48.0,15.0,69.0,30.0,6.0,131.0,21.0,36.0,27.0,42.0,51.0,0.0,2.43860679075903,0.0
5704,https://www.zomato.com/jakarta/bebek-kaleyo-menteng/info,120000.0,9.0,-6.198262,106.828867,1,3.3,1,5,4,0,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,qqguwz,0.0,72.0,54.0,94.0,26.0,18.0,52.0,29.0,0.0,25.0,40.0,76.0,36.0,67.0,24.0,3.0,2.4659396804011626,0.03608247422680412
5705,https://www.zomato.com/jakarta/nasi-kebuli-hafizh-manggarai/info,60000.0,4.0,-6.209195,106.847017,0,2.8,0,208,4,0,00100000000000000000000000000000000000000000000000000100000000000000000000000000000000,qqguxm,0.0,72.0,51.0,37.0,34.0,15.0,81.0,15.0,6.0,146.0,33.0,33.0,45.0,50.0,57.0,0.0,2.417502789800485,0.05555555555555555
5706,https://www.zomato.com/jakarta/aprilasta-setiabudi/info,75000.0,7.0,-6.2106458435,106.8314318731,0,3.0,1,4,0,27,00000000000000000000100000000000000000000000000000000000000000000000000000000000000000,qqguxj,0.0,95.0,47.0,56.0,61.0,2.0,25.0,71.0,31.0,76.0,21.0,51.0,48.0,17.0,38.0,0.0,2.4747328288141652,0.26136363636363635
5707,https://www.zomato.com/jakarta/the-peoples-cafe-setiabudi/info,200000.0,216.0,-6.2150931581,106.830082722,1,3.8,0,206,0,3,00000000000000000000100000000100000011000000000000000000000000000000000000000000000000,qqguwu,0.0,104.0,48.0,45.0,58.0,0.0,37.0,62.0,25.0,85.0,26.0,48.0,50.0,25.0,40.0,0.0,2.4733386326156968,0.208
5709,https://www.zomato.com/jakarta/sate-hm-holil-2-menteng/info,100000.0,4.0,-6.186945,106.830447,0,3.7,0,38,0,10,00000000000000000000000000000000000010000000000000000000000000000100000000000000000000,qqguyc,0.0,82.0,39.0,36.0,25.0,24.0,34.0,27.0,7.0,48.0,18.0,29.0,32.0,23.0,14.0,1.0,2.5128602017367956,0.35964912280701755
5710,https://www.zomato.com/jakarta/ayam-bebek-pak-boss-setiabudi/info,70000.0,4.0,-6.2214969183,106.8273941428,0,3.3,4,0,4,0,00000000000000000000000000000000000010000000000000000000000000000000000000000000000000,qqguwg,0.0,117.0,53.0,93.0,58.0,4.0,33.0,33.0,50.0,55.0,15.0,82.0,22.0,41.0,50.0,0.0,2.459347969083364,0.18796992481203006
5711,https://www.zomato.com/jakarta/seroja-setiabudi/info,100000.0,49.0,-6.2101162163,106.8275067955,0,3.9,0,102,0,3,00000000000000000000000000000000000010000000000000000000000010000000000000000000000000,qqguwv,0.0,112.0,68.0,66.0,54.0,2.0,46.0,44.0,28.0,66.0,29.0,43.0,35.0,33.0,56.0,3.0,2.5161801841774967,0.2169811320754717
5712,https://www.zomato.com/jakarta/cethut-karet/info,80000.0,70.0,-6.2213326006,106.820467338,0,3.9,0,81,0,27,00000000000000000000100000000000000010000000000000000000000000000000000000000000100000,qqguwg,0.0,113.0,66.0,92.0,70.0,4.0,42.0,36.0,28.0,69.0,13.0,54.0,40.0,43.0,48.0,0.0,2.474862016619877,0.26813880126182965
5714,https://www.zomato.com/jakarta/bukor-grill-karet/info,150000.0,8.0,-6.2225398176,106.8214771897,0,2.7,0,142,4,0,00000000000000000000000000000000100000000000000000000000000000000000000000000000000000,qqguwg,0.0,107.0,52.0,90.0,49.0,4.0,44.0,33.0,37.0,65.0,12.0,51.0,28.0,43.0,45.0,0.0,2.4768035317887707,0.01675977653631285
5718,https://www.zomato.com/jakarta/sate-kambing-batibul-bang-awi-manggarai/info,130000.0,16.0,-6.21749,106.844432,0,3.0,0,75,1,2,00000000000000000000000000000000000000010000000000000000000000000100000000000000000000,qqguxk,0.0,76.0,59.0,51.0,75.0,3.0,32.0,46.0,21.0,125.0,27.0,72.0,46.0,83.0,79.0,0.0,2.4810950100414773,0.05
5719,https://www.zomato.com/jakarta/dmg-dimsum-karet/info,100000.0,15.0,-6.2267420574,106.8191929534,0,2.9,0,621,0,4,00000000000000000001000100000000000010000000000000000000000000000000000000000000000000,qqguwd,0.0,99.0,46.0,63.0,36.0,26.0,44.0,40.0,58.0,48.0,14.0,52.0,38.0,71.0,31.0,0.0,2.5509960687549187,0.22295081967213115
5720,https://www.zomato.com/jakarta/waroeng-bang-epi-karet/info,150000.0,15.0,-6.224874,106.82367,0,3.2,0,38,4,0,00000000000000000000000000000000000010000000000000000000000000000100000000000000000000,qqguwf,0.0,65.0,29.0,27.0,50.0,24.0,36.0,37.0,74.0,55.0,18.0,15.0,39.0,35.0,27.0,0.0,2.5453558023646954,0.2621359223300971
5721,https://www.zomato.com/jakarta/kfc-karet/info,150000.0,36.0,-6.22556,106.823605,1,3.1,0,27,0,37,01000000000000000000000000100000000000000000000000000000000000000000000000000000000000,qqguwf,0.0,73.0,33.0,29.0,49.0,24.0,22.0,35.0,74.0,56.0,19.0,16.0,39.0,37.0,25.0,0.0,2.533079338020675,0.0297029702970297
5722,https://www.zomato.com/jakarta/yakiniku-kintan-buffet-karet/info,600000.0,277.0,-6.224384,106.823481,1,4.3,2,1,0,154,00000000000000000000000000000000000000100000000000000000000000000000000000000000000000,qqguwf,0.0,60.0,29.0,27.0,50.0,20.0,36.0,41.0,74.0,56.0,18.0,15.0,40.0,36.0,28.0,0.0,2.5454990387770007,0.0891089108910891
5724,https://www.zomato.com/jakarta/soto-gebrak-setiabudi/info,60000.0,76.0,-6.2098722343,106.8260470033,0,2.6,0,52,1,2,00000000000000000000000000000000000000010000000000000000000000000000010000000000000000,qqguwv,0.0,140.0,75.0,86.0,58.0,5.0,48.0,44.0,28.0,65.0,20.0,60.0,36.0,36.0,58.0,3.0,2.486842349876624,0.031446540880503145
5725,https://www.zomato.com/jakarta/ayam-keprabon-express-karet/info,50000.0,98.0,-6.222252,106.820803,1,3.3,4,0,4,0,00000000000000000000000000000000000010000000000000000000000000000000000000000000000000,qqguwg,0.0,106.0,59.0,81.0,66.0,4.0,44.0,35.0,33.0,65.0,13.0,56.0,32.0,43.0,42.0,0.0,2.4868143714620317,0.18285714285714286
5726,https://www.zomato.com/jakarta/okky-bakery-manggarai/info,120000.0,47.0,-6.208437,106.836794,0,3.8,0,631,0,102,00000110000000000000000000000000000010000000000000000000000000000000000000000000000000,qqguxj,0.0,92.0,104.0,25.0,49.0,6.0,33.0,64.0,6.0,134.0,22.0,55.0,69.0,30.0,54.0,0.0,2.401331476132124,0.20833333333333334
5727,https://www.zomato.com/jakarta/monviet-setiabudi/info,280000.0,201.0,-6.21594042,106.830166541,0,4.0,0,56,0,20,00000000000000000000000000000000000000000000000000000000000000000000000000000000000100,qqguwu,0.0,118.0,49.0,44.0,60.0,0.0,37.0,60.0,74.0,77.0,26.0,53.0,49.0,53.0,45.0,0.0,2.49847961667047,0.015503875968992248
5729,https://www.zomato.com/jakarta/mie-aceh-jakarta-setiabudi/info,100000.0,12.0,-6.2093979356,106.8268741295,0,2.9,0,79,0,10,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000,qqguwv,0.0,121.0,73.0,80.0,58.0,2.0,48.0,50.0,28.0,63.0,29.0,53.0,34.0,36.0,56.0,3.0,2.5080705416026197,0.006944444444444444
5731,https://www.zomato.com/jakarta/i-ta-suki-setiabudi/info,280000.0,58.0,-6.2153071402,106.8300619349,1,2.9,2,1,0,134,00000000000000000000000000000000000000100000000000000000000000000000000000000000000000,qqguwu,0.0,110.0,48.0,47.0,59.0,0.0,37.0,63.0,25.0,81.0,26.0,50.0,50.0,40.0,41.0,0.0,2.4834463004705656,0.04
5734,https://www.zomato.com/jakarta/gulu-gulu-setiabudi/info,60000.0,25.0,-6.2157401037,106.830047518,1,3.2,0,11,2,1,00000000000000101000000000000000000000000000000000000000000000000000000000000000000000,qqguwu,0.0,118.0,49.0,48.0,60.0,0.0,37.0,63.0,70.0,79.0,26.0,53.0,48.0,51.0,43.0,0.0,2.498580000199304,0.07751937984496124
5735,https://www.zomato.com/jakarta/kibo-karet/info,120000.0,70.0,-6.223302,106.823314,0,3.9,0,9,0,174,00000000000000000000001000000000000000000000000000000000000000000000000000000000000000,qqguwg,0.0,82.0,47.0,70.0,46.0,4.0,42.0,33.0,43.0,61.0,14.0,45.0,24.0,27.0,47.0,0.0,2.5071819538758167,0.10793650793650794
5737,https://www.zomato.com/jakarta/sop-iga-bakar-bu-joko-manggarai/info,100000.0,8.0,-6.212936,106.844978,0,2.6,1,5,4,0,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,qqguxk,0.0,63.0,63.0,30.0,78.0,3.0,36.0,18.0,6.0,152.0,21.0,48.0,54.0,75.0,75.0,3.0,2.394888063323315,0.0
5738,https://www.zomato.com/jakarta/sate-khas-senayan-menteng/info,280000.0,189.0,-6.196234,106.828505,1,4.1,0,38,0,94,00000000000000000000000000000000000010000000000000000000000000000100000000000000000000,qqguyb,0.0,71.0,27.0,54.0,16.0,9.0,45.0,46.0,3.0,22.0,43.0,60.0,59.0,52.0,16.0,0.0,2.4590296211259344,0.18471337579617833
5739,https://www.zomato.com/jakarta/pizza-jumbo-jakarta-manggarai/info,150000.0,6.0,-6.2191804679,106.8454403803,0,3.1,0,60,4,0,00000000000000000000000000000000000000000000000000000000000000100000000000000000000000,qqgux7,3.0,78.0,54.0,48.0,44.0,24.0,52.0,34.0,18.0,86.0,15.0,46.0,33.0,43.0,55.0,0.0,2.561309323446314,0.023255813953488372
5740,https://www.zomato.com/jakarta/dsky-bistro-setiabudi/info,200000.0,5.0,-42.5443637018,44.493380338,0,3.2,0,749,0,862,01010000000000000000000000000000000011000000000000000000000000000000000000000000000000,kbrtur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5741,https://www.zomato.com/jakarta/nyah-kunyah-setiabudi/info,100000.0,37.0,-6.2093732707,106.8265589699,0,3.7,4,0,0,18,00000000000000000000000000000000000010000000000000000000000000000000000000000000000000,qqguwv,0.0,132.0,73.0,86.0,56.0,2.0,48.0,50.0,28.0,63.0,26.0,56.0,34.0,39.0,54.0,3.0,2.493463067284903,0.19463087248322147
5742,https://www.zomato.com/jakarta/rm-betawi-soto-h-maruf-menteng/info,120000.0,30.0,-6.1918452506,106.8359591067,0,2.7,0,42,1,2,00000000000001000000000000000000000000000000000000000000000000000000010000000000000000,qqguz0,0.0,55.0,37.0,64.0,40.0,15.0,44.0,49.0,9.0,38.0,40.0,56.0,44.0,41.0,24.0,4.0,2.583092656795229,0.02830188679245283
5743,https://www.zomato.com/jakarta/kopi-kenangan-1-karet/info,50000.0,35.0,-6.225226,106.823523,1,3.7,0,40,2,1,00000000000000100000100000000000000000000000000000000000000000000000000000000000100000,qqguwf,0.0,70.0,32.0,27.0,49.0,24.0,36.0,35.0,74.0,53.0,18.0,15.0,39.0,37.0,27.0,0.0,2.5439357338123534,0.1941747572815534
5744,https://www.zomato.com/jakarta/sego-pecel-bu-broto-karet/info,60000.0,29.0,-6.2251818865,106.8236192688,1,2.9,1,5,2,1,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,qqguwf,0.0,71.0,32.0,27.0,49.0,24.0,36.0,35.0,74.0,53.0,18.0,15.0,39.0,37.0,27.0,0.0,2.5429776823356676,0.04807692307692308
5745,https://www.zomato.com/jakarta/the-lobby-mercure-jakarta-sabang-menteng/info,300000.0,73.0,-6.182423,106.824937,0,3.9,0,193,0,622,00010000000000000010000000000000000000000000000000000000000000000000000000000000000010,qqguyf,0.0,155.0,56.0,38.0,37.0,9.0,29.0,45.0,20.0,57.0,18.0,46.0,37.0,50.0,28.0,3.0,2.4425008722726242,0.15942028985507245
5746,https://www.zomato.com/jakarta/liberica-menteng/info,350000.0,79.0,-6.196496,106.828891,1,3.9,0,802,0,948,00000000000000000010001000000000000010000000000000000000000000000000000000000000000010,qqguwz,0.0,72.0,48.0,103.0,23.0,18.0,50.0,20.0,0.0,19.0,43.0,86.0,27.0,78.0,22.0,3.0,2.4107959802378893,0.16017316017316016
5747,https://www.zomato.com/jakarta/homepage-setiabudi/info,150000.0,66.0,-6.221367264,106.8239112943,0,4.0,0,23,0,304,00000000000000000000101000000000000000000000000000000000000000000000000000000000100000,qqguwg,0.0,120.0,53.0,96.0,61.0,6.0,57.0,41.0,49.0,61.0,8.0,63.0,30.0,40.0,53.0,0.0,2.4759516323034685,0.19170984455958548
5748,https://www.zomato.com/jakarta/loving-hut-karet/info,100000.0,59.0,-6.224994,106.823681,1,4.0,0,174,0,674,00000000000000000001000000000000010000000000000000000000000000000000000000000000000000,qqguwf,0.0,68.0,33.0,27.0,50.0,24.0,36.0,35.0,74.0,54.0,18.0,15.0,39.0,36.0,27.0,0.0,2.545246555782313,0.057692307692307696
5750,https://www.zomato.com/jakarta/fagiolo-setiabudi/info,200000.0,8.0,-6.2139029226,106.8218506873,0,3.6,0,26,0,92,00000000000000000010000000000000000000000000000000000000000000000000000000000000000000,qqguwu,0.0,149.0,61.0,79.0,89.0,15.0,67.0,49.0,17.0,82.0,13.0,57.0,64.0,29.0,57.0,0.0,2.4658144063369036,0.05291005291005291
5751,https://www.zomato.com/jakarta/nasi-bakar-karomah-setiabudi/info,70000.0,7.0,-6.2219535411,106.828240715,0,3.1,4,0,0,142,00000000000000000000000000000000000010000000000000000000000000000000000000000000000000,qqguwg,0.0,125.0,49.0,86.0,46.0,6.0,33.0,39.0,46.0,54.0,18.0,83.0,22.0,43.0,47.0,0.0,2.4672322183636464,0.18717948717948718
5752,https://www.zomato.com/jakarta/cendol-duren-menteng/info,80000.0,5.0,-6.18769,106.829943,0,3.1,0,13,0,131,00000000000000100000000000000000000000000000000000000000000000000000000000000000000000,qqguyc,0.0,86.0,48.0,38.0,25.0,27.0,35.0,35.0,4.0,46.0,21.0,30.0,32.0,25.0,14.0,1.0,2.5030541680971448,0.024193548387096774
5756,https://www.zomato.com/jakarta/michelle-organic-corner-menteng/info,150000.0,12.0,-6.189955,106.825051,0,3.1,0,30,0,1533,00000000000000000000000000000000010000000000000000000000000000000000000000000000000000,qqguyc,0.0,89.0,61.0,95.0,39.0,17.0,21.0,47.0,22.0,66.0,14.0,93.0,27.0,93.0,45.0,1.0,2.4784917265343713,0.017793594306049824
5758,https://www.zomato.com/jakarta/bandar-nelayan-setiabudi/info,100000.0,10.0,-6.2100128906,106.8268312141,0,3.0,0,20,0,7,00000000000000000000000000000000000000000000000000000000000000000010000000000000000000,qqguwv,0.0,125.0,75.0,80.0,54.0,2.0,48.0,50.0,28.0,65.0,29.0,54.0,37.0,35.0,56.0,3.0,2.504662594254471,0.02
5759,https://www.zomato.com/jakarta/kopi-toko-djawa-menteng/info,100000.0,6.0,-6.1873197,106.8305487,0,2.9,0,26,0,18,00000000000000000010000000000000000000000000000000000000000000000000000000000000000000,qqguyc,0.0,83.0,39.0,38.0,28.0,27.0,35.0,30.0,7.0,47.0,21.0,32.0,32.0,25.0,14.0,1.0,2.5247529344260218,0.075
5762,https://www.zomato.com/jakarta/nasi-campur-putri-kenanga-karet/info,120000.0,44.0,-6.224402,106.823331,1,3.0,2,2,4,0,00000000000000000001000000000000000000000000000000000000000000000000000000000000000000,qqguwf,0.0,61.0,29.0,27.0,50.0,22.0,36.0,41.0,74.0,58.0,18.0,15.0,40.0,36.0,28.0,0.0,2.546215824779686,0.0594059405940594
5763,https://www.zomato.com/jakarta/nook-aloft-jakarta-menteng/info,600000.0,15.0,-6.186323,106.827356,0,3.3,0,414,0,1574,01000000000000000000000000000100000011000000000000000000000000000000000000000000000000,qqguyc,0.0,80.0,50.0,50.0,23.0,21.0,25.0,31.0,14.0,43.0,17.0,50.0,31.0,27.0,14.0,1.0,2.520611974155423,0.07453416149068323
5764,https://www.zomato.com/jakarta/cakway-menteng/info,100000180004.0,6.0,-6.187683,106.829876,0,3.3,0,37,0,26,00000000000000000000000000100000000000000000000000000000000000000000000000000000000000,qqguyc,0.0,86.0,48.0,38.0,25.0,27.0,35.0,35.0,4.0,46.0,21.0,36.0,32.0,25.0,14.0,1.0,2.5050145699622,0.024
